,Month,Hour,windSpeed,Water,Wind dir,Pressure,Temperature,RH
53,2.0,8.0,3.8,0.0882,3.0,979.8,26.43,20.35
54,2.0,9.0,4.0,0.0878,80.0,980.5,26.77,20.75
55,2.0,10.0,3.25,0.0867,157.0,980.9,25.89,21.549999999999997
56,2.0,11.0,3.8,0.0867,157.0,981.05,25.354999999999997,21.25
57,2.0,12.0,3.8,0.086,157.0,980.75,24.740000000000002,30.55
58,2.0,1.0,2.3,0.086,157.0,980.4,25.235,48.55
59,2.0,2.0,1.9000000000000001,0.08565,157.0,980.55,23.855,41.0
60,2.0,3.0,2.3,0.0853,157.0,980.75,23.45,50.25
61,2.0,4.0,2.3,0.0853,157.0,981.2,22.68,63.95
62,2.0,5.0,2.1,0.0849,155.0,981.3499999999999,22.405,56.599999999999994
63,2.0,6.0,3.8,0.0845,156.0,981.9,22.54,72.35
64,2.0,7.0,2.65,0.0845,156.0,982.4,23.564999999999998,81.0
65,2.0,8.0,2.7,0.0853,202.5,982.75,25.94,79.5
66,2.0,9.0,3.05,0.08635,290.5,982.45,29.225,73.35
67,2.0,10.0,4.0,0.0878,282.0,981.85,31.46,55.55
68,2.0,11.0,5.55,0.08925,309.0,980.9000000000001,32.885,40.3
69,2.0,12.0,5.9,0.09075,193.0,979.75,34.97,29.450000000000003
70,2.0,1.0,5.300000000000001,0.09215000000000001,198.5,978.45,35.209999999999994,23.25
71,2.0,2.0,4.4,0.0925,192.5,977.5,34.955,23.25
72,2.0,3.0,5.35,0.09215000000000001,35.0,976.9,34.455,19.55
73,2.0,4.0,3.8,0.09145,35.0,976.6500000000001,33.535,17.35
74,2.0,5.0,0.95,0.0904,29.5,976.8,31.729999999999997,16.1
75,2.0,6.0,2.1,0.0896,18.0,977.4000000000001,30.155,17.75
76,2.0,7.0,2.3,0.08855,18.0,978.25,29.18,18.65
77,2.0,8.0,3.8,0.0878,18.0,979.25,28.16,19.75
78,2.0,9.0,3.8,0.0874,18.0,979.9,27.384999999999998,21.3
79,2.0,10.0,1.5,0.0867,24.5,980.25,26.84,21.450000000000003
80,2.0,11.0,2.7,0.08635,74.0,980.1500000000001,26.905,23.15
81,2.0,12.0,2.25,0.086,153.0,979.9,25.84,26.0
82,2.0,1.0,2.45,0.08565,153.0,979.65,24.075,31.450000000000003
83,2.0,2.0,0.6000000000000001,0.0853,153.0,979.3,23.41,48.9
84,2.0,3.0,3.05,0.0853,153.0,979.05,23.52,72.5
85,2.0,4.0,2.1,0.0853,153.0,979.2,23.21,83.0
86,2.0,5.0,2.45,0.0849,153.0,979.8,23.04,86.2
87,2.0,6.0,3.8,0.0849,153.0,980.55,23.16,86.95
88,2.0,7.0,1.3,0.0849,153.0,981.35,23.34,84.1
89,2.0,8.0,2.0999999999999996,0.0853,238.0,981.9,26.185000000000002,82.9
90,2.0,9.0,4.6,0.08565,242.5,982.05,28.259999999999998,76.9
91,2.0,10.0,5.1,0.08705,227.0,981.75,30.37,66.4
92,2.0,11.0,5.9,0.08855,212.5,980.8,32.47,55.099999999999994
93,2.0,12.0,5.3,0.09035,98.5,979.75,33.795,40.3
94,2.0,1.0,4.9,0.09179999999999999,18.0,978.45,34.545,34.400000000000006
95,2.0,2.0,5.9,0.0929,1.0,977.3,35.730000000000004,29.4
96,2.0,3.0,4.15,0.0925,208.0,976.7,35.33,27.0
97,2.0,4.0,2.65,0.09215000000000001,284.0,976.5,34.519999999999996,29.049999999999997
98,2.0,5.0,1.7,0.09145,284.0,976.55,33.46,31.3
99,2.0,6.0,2.3,0.09075,247.5,977.2,31.585,36.95
100,2.0,7.0,0.6000000000000001,0.0896,191.0,978.0999999999999,30.63,40.7
101,2.0,8.0,2.7,0.0889,170.5,978.9000000000001,29.814999999999998,43.55
102,2.0,9.0,2.45,0.0882,147.0,979.65,28.915,47.900000000000006
103,2.0,10.0,2.05,0.0882,148.5,979.95,28.765,49.650000000000006
104,2.0,11.0,1.9,0.0874,164.0,980.2,27.675,53.25
105,2.0,12.0,3.05,0.0867,204.5,979.4000000000001,26.87,59.05
106,2.0,1.0,4.4,0.0867,189.0,978.85,25.745,67.9
107,2.0,2.0,3.05,0.0867,181.0,978.4,24.955,76.4
108,2.0,3.0,2.25,0.08635,181.0,978.25,24.775,81.5
109,2.0,4.0,2.7,0.086,181.0,978.3499999999999,24.8,84.8
110,2.0,5.0,0.95,0.086,181.0,978.6,24.270000000000003,86.05
111,2.0,6.0,3.8,0.086,181.0,979.2,24.049999999999997,86.65
112,2.0,7.0,2.65,0.086,189.0,980.0,25.15,87.1
113,2.0,8.0,5.5,0.08565,195.5,980.5,26.244999999999997,85.6
114,2.0,9.0,5.15,0.08635,207.0,980.7,27.63,77.75
115,2.0,10.0,5.7,0.08705,208.0,980.35,29.65,71.05000000000001
116,2.0,11.0,5.7,0.08855,208.0,979.45,31.905,62.599999999999994
117,2.0,12.0,4.4,0.09,206.0,978.15,33.13,54.05
118,2.0,1.0,4.949999999999999,0.09145,117.0,977.05,34.425,46.95
119,2.0,2.0,4.0,0.0925,111.5,976.15,34.349999999999994,44.2
120,2.0,3.0,3.5999999999999996,0.0925,141.0,975.7,34.32,43.3
121,2.0,4.0,3.6,0.0918,157.0,975.6500000000001,34.035,42.7
122,2.0,5.0,3.05,0.0911,157.0,976.05,33.21,44.45
123,2.0,6.0,2.0999999999999996,0.0904,193.5,976.75,31.78,49.25
124,2.0,7.0,2.3,0.0896,191.5,977.5999999999999,30.735,52.05
125,2.0,8.0,2.3,0.0889,180.5,978.4000000000001,30.095,53.95
126,2.0,9.0,1.1,0.0882,175.0,979.0,29.35,57.599999999999994
127,2.0,10.0,2.1,0.0878,191.5,979.25,29.09,60.35
128,2.0,11.0,1.9,0.0874,204.0,979.3499999999999,28.270000000000003,63.650000000000006
129,2.0,12.0,2.8499999999999996,0.0874,190.5,978.95,27.285,68.1
130,2.0,1.0,4.4,0.0867,191.0,978.6,26.18,75.15
131,2.0,2.0,5.1,0.0867,178.0,978.2,25.42,83.1
132,2.0,3.0,5.15,0.0867,178.0,977.7,24.835,87.30000000000001
133,2.0,4.0,3.05,0.086,178.0,977.8,24.41,89.15
134,2.0,5.0,1.7,0.086,178.0,978.25,24.28,90.0
135,2.0,6.0,1.9,0.086,191.5,978.85,24.59,90.85
136,2.0,7.0,3.5999999999999996,0.086,205.0,979.65,25.285,89.44999999999999
137,2.0,8.0,3.4,0.08565,205.0,980.3,26.15,86.75
138,2.0,9.0,3.8,0.086,202.0,980.8,27.09,84.15
139,2.0,10.0,4.6,0.0867,199.0,980.45,30.17,74.65
140,2.0,11.0,4.550000000000001,0.08855,199.0,979.35,31.73,65.05000000000001
141,2.0,12.0,4.550000000000001,0.09,155.5,977.95,33.655,56.75
142,2.0,1.0,5.7,0.09145,77.5,976.7,34.735,46.400000000000006
143,2.0,2.0,4.550000000000001,0.0925,51.0,975.7,34.760000000000005,44.45
144,2.0,3.0,4.949999999999999,0.0925,54.0,975.25,36.04,40.3
145,2.0,4.0,3.2,0.09215000000000001,36.5,975.1500000000001,35.385000000000005,38.05
146,2.0,5.0,2.45,0.09145,53.0,975.2,34.4,40.35
147,2.0,6.0,2.3,0.0904,152.5,975.75,32.625,45.400000000000006
148,2.0,7.0,3.8,0.09,156.0,976.55,31.445,48.65
149,2.0,8.0,1.35,0.08925,155.0,977.2,30.94,51.65
150,2.0,9.0,3.8,0.08855,159.5,977.95,30.18,55.0
151,2.0,10.0,5.9,0.0882,172.0,978.7,28.705,59.45
152,2.0,11.0,4.550000000000001,0.0874,199.5,978.6500000000001,27.935000000000002,64.25
153,2.0,12.0,3.05,0.0874,179.0,978.3,27.015,70.1
154,2.0,1.0,4.2,0.0867,176.0,977.75,26.05,72.4
155,2.0,2.0,4.199999999999999,0.0867,209.0,977.85,25.475,70.1
156,2.0,3.0,2.3,0.0867,209.0,977.6500000000001,25.115000000000002,69.8
157,2.0,4.0,3.05,0.086,209.0,977.7,24.505,74.1
158,2.0,5.0,2.3,0.086,209.0,978.4,24.23,75.15
159,2.0,6.0,1.3,0.08565,209.0,978.85,23.990000000000002,77.05
160,2.0,7.0,3.4000000000000004,0.0853,209.0,979.5,25.055,75.19999999999999
161,2.0,8.0,3.05,0.08565,189.0,980.25,27.4,70.8
162,2.0,9.0,5.300000000000001,0.08635,211.0,980.45,29.655,66.95
163,2.0,10.0,6.1,0.0874,223.0,979.95,30.955,62.55
164,2.0,11.0,7.45,0.08925,213.5,978.9000000000001,31.96,57.5
165,2.0,12.0,6.3,0.09035,156.0,977.45,34.395,54.150000000000006
166,2.0,1.0,5.5,0.09215000000000001,155.5,976.25,34.97,43.8
167,2.0,2.0,4.35,0.0925,152.0,975.4000000000001,36.04,36.349999999999994
168,2.0,3.0,4.0,0.0925,39.0,974.8499999999999,35.605000000000004,35.5
169,2.0,4.0,4.0,0.09215000000000001,21.0,974.95,35.545,36.4
170,2.0,5.0,1.5499999999999998,0.09145,7.0,975.2,34.06999999999999,38.05
171,2.0,6.0,2.1,0.0904,97.5,975.85,32.394999999999996,43.9
172,2.0,7.0,3.8,0.0896,181.0,976.5999999999999,31.5,52.3
173,2.0,8.0,2.45,0.08925,170.5,977.3,30.310000000000002,56.6
174,2.0,9.0,1.15,0.0882,168.5,977.9,29.6,59.849999999999994
175,2.0,10.0,4.0,0.0878,172.0,978.15,28.79,62.95
176,2.0,11.0,4.15,0.0874,204.5,978.3499999999999,27.645,72.0
177,2.0,12.0,4.75,0.0867,210.5,978.1,26.98,77.19999999999999
178,2.0,1.0,3.65,0.0867,221.5,977.8499999999999,26.205,80.0
179,2.0,2.0,5.15,0.0867,215.5,977.5,25.77,83.55
180,2.0,3.0,3.8,0.0867,213.0,977.3499999999999,25.255,85.75
181,2.0,4.0,3.4,0.086,213.0,977.45,24.835,88.25
182,2.0,5.0,3.05,0.086,213.0,977.8,24.425,90.4
183,2.0,6.0,3.8,0.086,213.0,978.5999999999999,24.79,90.85
184,2.0,7.0,4.75,0.0853,207.5,979.05,25.575,88.75
185,2.0,8.0,5.3,0.08565,206.5,979.5,27.545,82.55000000000001
186,2.0,9.0,5.5,0.08635,227.0,979.6,30.585,72.5
187,2.0,10.0,4.95,0.0878,221.0,979.05,32.655,63.550000000000004
188,2.0,11.0,4.949999999999999,0.08965000000000001,243.0,977.9000000000001,34.665,55.900000000000006
189,2.0,12.0,4.75,0.09145,227.0,976.7,35.155,50.0
190,2.0,1.0,4.2,0.0929,227.0,975.5999999999999,36.650000000000006,44.6
191,2.0,2.0,4.75,0.09365,227.0,974.75,36.525000000000006,41.45
192,2.0,3.0,3.25,0.0933,255.0,973.85,36.455,40.4
193,2.0,4.0,16.95,0.22765000000000002,24.0,974.55,23.134999999999998,79.25
194,2.0,5.0,6.8500000000000005,0.20579999999999998,24.0,975.0,24.86,77.6
195,2.0,6.0,3.6,0.19674999999999998,118.5,975.4,25.619999999999997,72.95
196,2.0,7.0,3.65,0.19095,213.0,976.55,25.064999999999998,72.95
197,2.0,8.0,2.05,0.18695,213.0,977.55,25.1,72.19999999999999
198,2.0,9.0,5.5,0.18405,213.0,977.9,24.689999999999998,73.85
199,2.0,10.0,6.050000000000001,0.1815,213.0,978.2,24.46,77.55
200,2.0,11.0,5.9,0.17935,213.0,978.5,24.375,77.45
201,2.0,12.0,4.550000000000001,0.17785,213.0,978.05,24.365000000000002,77.55000000000001
202,2.0,1.0,4.55,0.17605,213.0,977.4000000000001,24.22,77.75
203,2.0,2.0,5.1,0.17495,213.0,977.25,23.965,79.85
204,2.0,3.0,4.55,0.17354999999999998,213.0,977.2,23.74,80.45
205,2.0,4.0,3.8,0.17204999999999998,213.0,977.25,23.185,80.15
206,2.0,5.0,2.3,0.171,213.0,977.95,22.97,82.55
207,2.0,6.0,4.0,0.1702,213.0,978.45,22.99,86.25
208,2.0,7.0,4.55,0.1695,213.0,979.3,23.595,91.6
209,2.0,8.0,4.55,0.1695,213.0,980.0999999999999,24.755000000000003,92.94999999999999
210,2.0,9.0,3.8,0.1688,219.0,980.5,26.49,89.6
211,2.0,10.0,5.5,0.16915000000000002,252.0,980.2,28.21,83.2
212,2.0,11.0,6.5,0.16985,253.0,979.3,29.765,75.15
213,2.0,12.0,5.7,0.1702,253.0,978.3,31.0,70.44999999999999
214,2.0,1.0,6.1,0.171,247.0,977.05,33.040000000000006,64.15
215,2.0,2.0,5.3,0.171,241.0,976.25,33.235,61.35
216,2.0,3.0,4.0,0.16985,254.0,975.8,34.335,57.900000000000006
217,2.0,4.0,4.4,0.16915000000000002,254.0,975.2,33.675,57.5
218,2.0,5.0,3.5999999999999996,0.16770000000000002,254.0,975.25,32.565,57.349999999999994
219,2.0,6.0,12.200000000000001,0.16770000000000002,210.0,976.6,26.865000000000002,63.199999999999996
220,2.0,7.0,7.25,0.22725,227.0,977.0,23.735,74.75
221,2.0,8.0,9.7,0.22870000000000001,198.5,978.95,22.66,77.85
222,2.0,9.0,5.9,0.22505,170.0,978.7,22.015,89.94999999999999
223,2.0,10.0,3.8,0.21675,170.0,979.15,22.97,87.35
224,2.0,11.0,3.05,0.21165,170.0,979.6,22.665,84.55
225,2.0,12.0,2.1,0.20800000000000002,170.0,978.95,22.48,85.1
226,2.0,1.0,2.3,0.2051,170.0,978.0,22.295,86.44999999999999
227,2.0,2.0,5.55,0.20255,170.0,978.1500000000001,22.32,87.69999999999999
228,2.0,3.0,3.5999999999999996,0.20040000000000002,170.0,977.25,22.6,86.4
229,2.0,4.0,3.4,0.19895000000000002,166.5,977.2,22.115,87.94999999999999
230,2.0,5.0,3.8,0.19745000000000001,160.0,977.65,21.665,89.55
231,2.0,6.0,3.8,0.1953,160.0,978.55,21.64,90.65
232,2.0,7.0,1.9,0.19455,160.0,979.25,22.62,88.85
233,2.0,8.0,2.7,0.1935,160.0,979.85,23.630000000000003,83.75
234,2.0,9.0,4.4,0.1935,193.5,980.2,26.990000000000002,76.9
235,2.0,10.0,4.949999999999999,0.1935,222.5,979.95,29.555,70.9
236,2.0,11.0,6.5,0.1928,220.0,979.0,30.735,65.55000000000001
237,2.0,12.0,6.7,0.192,210.5,977.85,32.535,61.3
238,2.0,1.0,4.75,0.1913,206.0,976.35,32.91,58.35
239,2.0,2.0,5.7,0.1895,211.0,975.2,32.975,57.599999999999994
240,2.0,3.0,5.7,0.18805,211.0,974.35,31.93,59.5
241,2.0,4.0,7.050000000000001,0.18585000000000002,211.0,974.55,29.814999999999998,68.15
242,2.0,5.0,5.7,0.1844,204.5,975.0999999999999,28.83,71.69999999999999
243,2.0,6.0,6.65,0.1826,193.0,976.1500000000001,27.835,75.15
244,2.0,7.0,16.2,0.1815,163.0,978.65,24.91,78.8
245,2.0,8.0,7.25,0.1811,102.0,981.1500000000001,22.225,83.19999999999999
246,2.0,9.0,4.0,0.1804,153.5,979.95,22.09,87.05
247,2.0,10.0,4.0,0.1797,160.0,979.3499999999999,22.48,90.05
248,2.0,11.0,3.4,0.179,160.0,979.05,23.21,86.15
249,2.0,12.0,3.25,0.1782,160.0,977.7,23.255000000000003,82.55000000000001
250,2.0,1.0,4.6,0.1775,178.5,977.05,22.225,86.15
251,2.0,2.0,4.0,0.17715,167.5,976.6,21.785,89.6
252,2.0,3.0,1.7,0.1768,174.5,976.55,21.585,89.95
253,2.0,4.0,0.95,0.1761,188.0,976.75,21.15,93.35
254,2.0,5.0,3.8,0.1761,188.0,976.55,20.925,94.55000000000001
255,2.0,6.0,3.8,0.1753,188.0,977.05,21.035,95.15
256,2.0,7.0,2.3,0.1746,188.0,977.95,23.005000000000003,94.2
257,2.0,8.0,1.9,0.17495,186.0,978.75,25.66,83.30000000000001
258,2.0,9.0,4.0,0.17570000000000002,177.0,978.8499999999999,28.445,70.55000000000001
259,2.0,10.0,3.8,0.1768,184.0,978.55,31.270000000000003,59.35
260,2.0,11.0,4.55,0.17785,186.0,977.75,32.730000000000004,48.85
261,2.0,12.0,6.25,0.1782,166.5,976.7,34.465,43.0
262,2.0,1.0,4.4,0.17859999999999998,208.5,975.65,35.035,41.1
263,2.0,2.0,5.7,0.17859999999999998,97.0,974.75,34.545,40.5
264,2.0,3.0,4.75,0.17785,115.0,974.25,34.44,40.55
265,2.0,4.0,4.2,0.17645,117.0,974.2,33.980000000000004,41.35
266,2.0,5.0,5.15,0.17495,117.0,974.3499999999999,32.405,48.349999999999994
267,2.0,6.0,3.5999999999999996,0.17354999999999998,154.5,974.95,30.990000000000002,53.35
268,2.0,7.0,2.85,0.1728,159.5,975.65,29.64,59.05
269,2.0,8.0,3.25,0.17135,168.0,976.4,28.689999999999998,62.5
270,2.0,9.0,3.2,0.1706,185.0,976.85,27.85,64.9
271,2.0,10.0,2.5,0.16985,206.5,977.1500000000001,27.21,66.75
272,2.0,11.0,3.25,0.1688,196.0,977.1,26.755,69.45
273,2.0,12.0,4.15,0.1681,209.5,976.7,26.32,72.45
274,2.0,1.0,3.5999999999999996,0.1673,213.0,976.0999999999999,24.895,77.19999999999999
275,2.0,2.0,3.2,0.1666,213.0,975.5,24.255000000000003,83.25
276,2.0,3.0,2.3,0.1659,213.0,975.5,23.785,86.1
277,2.0,4.0,3.05,0.16555,213.0,975.9,23.435000000000002,88.55
278,2.0,5.0,4.0,0.1648,213.0,976.5,23.085,89.9
279,2.0,6.0,3.0,0.1644,213.0,977.35,23.134999999999998,90.1
280,2.0,7.0,3.6,0.1644,212.5,978.15,24.17,89.25
281,2.0,8.0,6.3,0.16405,205.5,978.95,26.565,79.55
282,2.0,9.0,5.5,0.1644,206.0,979.25,28.259999999999998,70.30000000000001
283,2.0,10.0,5.15,0.16555,213.0,979.05,30.335,61.900000000000006
284,2.0,11.0,5.1,0.16625,213.0,978.2,31.854999999999997,57.25
285,2.0,12.0,4.2,0.1673,216.5,977.3,33.105000000000004,54.0
286,2.0,1.0,5.15,0.1681,281.5,976.3,33.745000000000005,49.05
287,2.0,2.0,5.35,0.16845,176.0,975.4000000000001,34.825,40.8
288,2.0,3.0,3.8,0.16845,179.0,974.9,35.435,34.45
289,2.0,4.0,3.8,0.16770000000000002,87.5,974.55,34.980000000000004,35.099999999999994
290,2.0,5.0,2.65,0.1666,115.0,974.5999999999999,33.81999999999999,37.0
291,2.0,6.0,0.6000000000000001,0.1659,83.5,975.1,31.66,42.65
292,2.0,7.0,2.3,0.1648,139.0,975.75,30.395,50.25
293,2.0,8.0,3.4,0.16405,153.0,976.45,29.34,56.55
294,2.0,9.0,2.5,0.16335,166.5,977.25,28.39,61.05
295,2.0,10.0,3.2,0.16265000000000002,170.0,977.75,27.79,66.85
296,2.0,11.0,3.6,0.1619,192.5,977.5,27.21,71.3
297,3.0,12.0,5.3,0.1615,209.0,977.15,26.435000000000002,77.15
298,3.0,1.0,5.699999999999999,0.1608,223.0,976.75,25.54,81.15
299,3.0,2.0,5.9,0.1601,223.0,976.55,24.96,84.55000000000001
300,3.0,3.0,4.75,0.15975,223.0,976.55,24.395000000000003,85.3
301,3.0,4.0,4.0,0.1594,223.0,976.5,23.895,88.45
302,3.0,5.0,2.85,0.1586,223.0,976.95,23.59,90.75
303,3.0,6.0,2.8499999999999996,0.1586,223.0,977.7,23.92,92.1
304,3.0,7.0,4.0,0.1586,218.0,978.5,24.98,90.25
305,3.0,8.0,4.75,0.1586,226.5,979.0,26.939999999999998,83.1
306,3.0,9.0,6.25,0.1586,220.0,979.3499999999999,28.765,75.95
307,3.0,10.0,4.6,0.15975,220.0,979.0999999999999,31.705,68.6
308,3.0,11.0,5.300000000000001,0.16155,211.0,978.3,32.875,61.8
309,3.0,12.0,5.35,0.16265000000000002,231.0,977.2,33.42,56.8
310,3.0,1.0,3.8,0.1637,250.0,976.25,34.64,53.3
311,3.0,2.0,5.15,0.1637,34.5,975.55,34.615,46.15
312,3.0,3.0,8.35,0.16335,106.5,975.3,30.335,53.849999999999994
313,3.0,4.0,4.9,0.1623,164.0,975.5,29.805,59.2
314,3.0,5.0,2.65,0.16115000000000002,213.0,975.8499999999999,31.66,54.75
315,3.0,6.0,5.9,0.1608,167.5,976.75,28.835,64.0
316,3.0,7.0,5.15,0.15975,164.0,977.2,27.925,73.2
317,3.0,8.0,3.4,0.1586,170.5,978.0999999999999,28.0,72.65
318,3.0,9.0,5.3,0.1579,174.0,979.45,27.134999999999998,75.05
319,3.0,10.0,8.95,0.15789999999999998,161.0,980.5,25.63,78.44999999999999
320,3.0,11.0,4.0,0.15755000000000002,161.0,979.6,23.845,82.19999999999999
321,3.0,12.0,3.2,0.1564,172.5,979.0999999999999,24.73,84.5
322,3.0,1.0,3.5999999999999996,0.1557,184.0,978.3499999999999,25.125,87.65
323,3.0,2.0,3.0,0.15535,184.0,977.95,24.92,89.35
324,3.0,3.0,2.85,0.155,184.0,977.95,24.485,90.6
325,3.0,4.0,2.1,0.155,184.0,977.95,24.195,92.35
326,3.0,5.0,1.3,0.1543,184.0,978.4,24.134999999999998,93.15
327,3.0,6.0,2.3,0.1543,184.0,978.9000000000001,24.47,93.55
328,3.0,7.0,3.05,0.15389999999999998,197.0,979.75,25.455,93.15
329,3.0,8.0,3.2,0.1543,216.0,980.65,26.82,89.15
330,3.0,9.0,3.5999999999999996,0.15465,222.0,980.8499999999999,27.965,82.85
331,3.0,10.0,4.0,0.15535,243.0,980.55,29.979999999999997,77.15
332,3.0,11.0,4.949999999999999,0.1557,247.0,979.85,31.765,69.55
333,3.0,12.0,5.1,0.15755000000000002,231.5,978.7,32.94,61.949999999999996
334,3.0,1.0,5.35,0.15899999999999997,249.0,977.25,34.07,55.849999999999994
335,3.0,2.0,5.1,0.1601,186.0,976.2,34.745000000000005,51.45
336,3.0,3.0,4.0,0.15975,204.5,975.55,35.45,47.1
337,3.0,4.0,3.8000000000000003,0.15899999999999997,63.0,975.25,35.29,42.95
338,3.0,5.0,4.95,0.15755000000000002,100.0,975.5,33.175000000000004,45.8
339,3.0,6.0,6.3,0.1568,162.5,976.1500000000001,28.73,61.05
340,3.0,7.0,3.8,0.1557,113.0,976.95,28.64,64.05000000000001
341,3.0,8.0,1.9,0.15535,205.0,978.1,28.28,63.25
342,3.0,9.0,1.9,0.15465,199.5,979.0,27.345,66.0
343,3.0,10.0,3.2,0.1543,209.5,979.25,26.965,68.65
344,3.0,11.0,4.95,0.1535,178.0,979.35,25.695,74.80000000000001
345,3.0,12.0,5.300000000000001,0.1528,190.0,978.65,25.575,78.2
346,3.0,1.0,5.15,0.15245,201.0,977.85,24.990000000000002,80.35
347,3.0,2.0,3.8,0.1521,201.0,977.5,24.645,83.9
348,3.0,3.0,3.05,0.1514,201.0,977.2,24.22,87.35
349,3.0,4.0,2.65,0.15100000000000002,201.0,977.2,23.64,88.9
350,3.0,5.0,3.2,0.1506,201.0,977.45,23.365000000000002,90.65
351,3.0,6.0,2.85,0.15025,201.0,978.05,23.795,93.2
352,3.0,7.0,3.8,0.1499,201.0,979.0999999999999,24.735,92.95
353,3.0,8.0,4.75,0.15025,208.5,979.8,26.060000000000002,88.15
354,3.0,9.0,4.75,0.1506,222.5,979.8499999999999,27.975,80.4
355,3.0,10.0,4.75,0.15100000000000002,225.0,979.5,29.79,73.55000000000001
356,3.0,11.0,4.9,0.1528,225.0,978.5999999999999,31.105,67.1
357,3.0,12.0,4.75,0.1535,225.0,977.55,32.1,63.8
358,3.0,1.0,5.300000000000001,0.1543,225.0,976.3,33.455,59.0
359,3.0,2.0,5.9,0.155,218.5,975.25,34.635000000000005,54.349999999999994
360,3.0,3.0,5.7,0.155,206.0,974.55,34.36,53.099999999999994
361,3.0,4.0,5.5,0.1543,194.0,974.3,33.575,53.95
362,3.0,5.0,5.1,0.1535,194.0,974.4,32.085,58.55
363,3.0,6.0,9.9,0.15245,174.0,975.0999999999999,29.424999999999997,62.599999999999994
